District,Province,Year,Setting,Pass_Rate_Pct,Number_of_Students,Number_of_Schools,Pupil_Teacher_Ratio,Textbook_Availability_Index,ICT_Resource_Index,School_Infrastructure_Index,Proportion_Schools_With_Science_Labs,Poverty_Incidence_Pct,Adult_Literacy_Rate_Pct,Unemployment_Rate_Pct,Avg_Household_Income_USD,Youth_Population_Density,Rural_Urban,Distance_to_Exam_Center_km,Previous_Year_Pass_Rate_Pct,Grade7_Pass_Rate_Pct
Bubi,Matabeleland North,2021,November,30.3,2352,18,61.0,0.28,0.35,0.31,0.15,71.1,69.3,55.5,49.0,57.5,Rural,40.6,24.8,48.6
Bubi,Matabeleland North,2022,June,29.9,1271,19,54.4,0.34,0.42,0.33,0.15,65.3,69.2,53.5,62.0,59.4,Rural,40.9,30.3,55.9
Bubi,Matabeleland North,2022,November,34.7,2440,18,53.4,0.35,0.42,0.33,0.15,64.1,70.4,54.6,55.0,58.4,Rural,41.9,29.9,54.0
Bubi,Matabeleland North,2023,June,29.1,1303,19,53.1,0.33,0.43,0.34,0.16,64.6,70.6,49.8,62.0,58.8,Rural,39.8,34.7,55.0
Bubi,Matabeleland North,2023,November,34.0,2362,19,54.3,0.36,0.41,0.35,0.16,64.1,70.4,54.3,60.0,59.1,Rural,42.2,29.1,56.0
Bubi,Matabeleland North,2024,June,30.6,1311,19,54.9,0.36,0.46,0.36,0.17,63.0,70.4,50.3,62.0,59.2,Rural,39.7,34.0,57.8
Bubi,Matabeleland North,2024,November,35.8,2465,19,52.9,0.36,0.46,0.33,0.17,63.8,69.1,49.0,63.0,61.2,Rural,42.2,30.6,56.5
Hwange,Matabeleland North,2015,June,36.8,7399,15,40.5,0.54,0.46,0.62,0.3,40.5,79.5,19.7,212.0,142.1,Semi-Urban,5.2,35.3,63.8
Hwange,Matabeleland North,2015,November,40.2,13966,15,40.4,0.55,0.46,0.63,0.31,41.3,78.7,18.5,230.0,142.4,Semi-Urban,5.5,36.8,62.2
Hwange,Matabeleland North,2016,June,36.5,7439,16,39.0,0.56,0.5,0.67,0.31,40.6,78.5,22.3,238.0,144.5,Semi-Urban,5.1,40.2,63.3
Hwange,Matabeleland North,2016,November,39.8,13755,16,40.7,0.56,0.49,0.66,0.32,40.0,80.5,17.7,232.0,146.7,Semi-Urban,5.5,36.5,65.6
Hwange,Matabeleland North,2017,June,36.3,7891,16,40.7,0.54,0.49,0.65,0.31,39.0,80.2,21.4,237.0,149.8,Semi-Urban,5.3,39.8,63.1
Hwange,Matabeleland North,2017,November,40.6,13902,16,40.3,0.55,0.52,0.68,0.32,40.4,79.8,17.4,223.0,142.7,Semi-Urban,5.4,36.3,63.6
Hwange,Matabeleland North,2018,June,39.6,7618,16,40.6,0.59,0.55,0.68,0.33,39.2,81.1,20.8,234.0,142.7,Semi-Urban,5.2,40.6,65.8
Hwange,Matabeleland North,2018,November,44.6,14671,16,40.3,0.58,0.52,0.66,0.34,40.4,78.6,20.3,246.0,146.4,Semi-Urban,5.5,39.6,67.5
Hwange,Matabeleland North,2019,June,38.4,7820,16,39.3,0.6,0.52,0.68,0.33,37.4,79.3,22.3,250.0,146.5,Semi-Urban,5.0,44.6,69.4
Hwange,Matabeleland North,2019,November,46.1,15016,16,39.1,0.6,0.57,0.66,0.33,39.8,79.0,22.3,225.0,149.0,Semi-Urban,5.4,38.4,70.1
Hwange,Matabeleland North,2020,June,34.1,8062,16,41.3,0.58,0.58,0.71,0.34,44.5,81.1,25.1,203.0,155.9,Semi-Urban,4.9,46.1,64.0
Hwange,Matabeleland North,2020,November,36.1,15344,16,41.9,0.54,0.56,0.67,0.34,44.7,80.0,26.1,199.0,149.3,Semi-Urban,5.1,34.1,61.2
Hwange,Matabeleland North,2021,June,33.5,8066,16,41.9,0.56,0.61,0.68,0.34,41.6,80.8,28.1,212.0,152.1,Semi-Urban,4.9,36.1,62.6
Hwange,Matabeleland North,2021,November,41.1,15030,16,41.8,0.57,0.55,0.7,0.35,42.3,79.4,26.5,206.0,154.6,Semi-Urban,5.4,33.5,64.1
Hwange,Matabeleland North,2022,June,39.8,8379,16,37.3,0.62,0.64,0.7,0.37,38.6,80.7,21.1,252.0,152.3,Semi-Urban,4.9,41.1,68.9
Hwange,Matabeleland North,2022,November,41.4,15699,16,39.2,0.65,0.67,0.69,0.35,36.8,79.7,18.7,263.0,147.4,Semi-Urban,5.0,39.8,66.8
Hwange,Matabeleland North,2023,June,39.4,8406,17,37.4,0.65,0.69,0.72,0.36,36.1,81.6,19.4,267.0,154.5,Semi-Urban,5.0,41.4,69.1
Hwange,Matabeleland North,2023,November,45.0,15677,17,36.8,0.62,0.64,0.7,0.35,37.6,82.0,18.3,251.0,159.4,Semi-Urban,5.0,39.4,67.9
Hwange,Matabeleland North,2024,June,40.9,8447,17,37.9,0.64,0.7,0.72,0.36,35.8,82.3,21.2,263.0,152.1,Semi-Urban,5.0,45.0,69.2
Hwange,Matabeleland North,2024,November,46.4,15742,17,36.5,0.63,0.68,0.71,0.36,37.8,81.2,22.0,276.0,156.0,Semi-Urban,5.1,40.9,70.1
Lupane,Matabeleland North,2015,June,34.2,2333,20,52.5,0.37,0.16,0.37,0.07,73.7,69.4,49.8,86.0,28.2,Rural,49.7,36.3,52.6
Lupane,Matabeleland North,2015,November,38.5,4236,20,55.1,0.36,0.16,0.36,0.07,72.0,71.1,45.3,77.0,29.5,Rural,51.8,34.2,49.6
Lupane,Matabeleland North,2016,June,35.3,2433,21,54.4,0.38,0.16,0.4,0.08,71.1,69.8,44.6,87.0,30.1,Rural,49.9,38.5,49.6
Lupane,Matabeleland North,2016,November,40.7,4456,21,52.5,0.39,0.17,0.4,0.08,75.8,68.9,48.1,84.0,30.2,Rural,52.1,35.3,50.4
Lupane,Matabeleland North,2017,June,39.8,2348,21,54.7,0.41,0.19,0.4,0.09,75.6,71.4,44.8,83.0,29.7,Rural,48.3,40.7,51.0
Lupane,Matabeleland North,2017,November,45.0,4577,21,53.2,0.4,0.18,0.41,0.08,70.5,71.4,43.9,81.0,29.0,Rural,51.2,39.8,50.4
Lupane,Matabeleland North,2018,June,36.4,2480,21,53.6,0.4,0.2,0.4,0.1,69.9,70.7,43.2,91.0,30.5,Rural,48.6,45.0,55.5
Lupane,Matabeleland North,2018,November,42.4,4571,21,52.3,0.4,0.21,0.4,0.09,74.2,70.5,45.3,91.0,30.8,Rural,51.1,36.4,50.9
Lupane,Matabeleland North,2019,June,40.2,2413,21,54.6,0.43,0.21,0.43,0.1,69.4,71.7,46.0,91.0,30.1,Rural,51.9,42.4,51.5
Lupane,Matabeleland North,2019,November,42.5,4533,21,53.6,0.41,0.23,0.42,0.1,72.4,69.6,48.0,91.0,30.3,Rural,48.1,40.2,53.6
Lupane,Matabeleland North,2020,June,34.1,2459,21,58.2,0.41,0.24,0.42,0.1,76.9,69.8,53.8,74.0,29.7,Rural,48.2,42.5,49.2
Lupane,Matabeleland North,2020,November,37.7,4584,22,56.8,0.39,0.24,0.44,0.11,78.0,71.9,52.9,79.0,30.0,Rural,51.4,34.1,49.8
Lupane,Matabeleland North,2021,June,37.2,2553,22,57.5,0.44,0.27,0.44,0.12,73.9,70.7,51.5,73.0,32.1,Rural,46.9,37.7,49.2
Lupane,Matabeleland North,2021,November,41.3,4798,21,55.9,0.41,0.27,0.45,0.12,76.9,69.8,51.6,74.0,30.6,Rural,46.5,37.2,48.8
Lupane,Matabeleland North,2022,June,41.3,2609,22,52.2,0.45,0.33,0.45,0.13,68.3,71.5,45.4,92.0,30.6,Rural,49.7,41.3,51.3
Lupane,Matabeleland North,2022,November,41.8,4737,22,51.3,0.44,0.34,0.46,0.12,68.5,71.2,47.3,89.0,30.3,Rural,49.0,41.3,55.7
Lupane,Matabeleland North,2023,June,40.6,2561,22,51.5,0.47,0.36,0.44,0.13,70.5,72.8,45.9,92.0,32.6,Rural,48.0,41.8,52.1
Lupane,Matabeleland North,2023,November,46.3,4762,22,51.5,0.48,0.32,0.46,0.13,71.4,71.5,45.3,92.0,30.8,Rural,46.9,40.6,54.7
Lupane,Matabeleland North,2024,June,44.0,2600,22,52.4,0.49,0.37,0.46,0.14,71.0,71.0,43.1,102.0,31.4,Rural,48.9,46.3,57.6
Lupane,Matabeleland North,2024,November,45.7,5018,22,49.2,0.48,0.38,0.45,0.14,71.4,70.5,46.1,92.0,33.1,Rural,48.0,44.0,52.3
Nkayi,Matabeleland North,2015,June,14.8,3182,17,55.7,0.15,0.19,0.15,0.25,76.9,77.1,34.2,53.0,36.2,Rural,19.6,14.8,30.2
Nkayi,Matabeleland North,2015,November,19.9,6183,17,58.2,0.15,0.2,0.15,0.27,78.3,74.6,33.9,56.0,37.5,Rural,19.5,14.8,31.2
Nkayi,Matabeleland North,2016,June,15.2,3239,17,54.4,0.17,0.22,0.15,0.26,77.9,76.9,35.2,57.0,36.9,Rural,18.1,19.9,33.6
Nkayi,Matabeleland North,2016,November,19.4,6166,17,58.1,0.16,0.21,0.16,0.27,79.8,75.7,35.4,53.0,38.5,Rural,19.2,15.2,28.9
Nkayi,Matabeleland North,2017,June,15.8,3315,17,54.9,0.17,0.23,0.17,0.28,74.7,76.3,34.4,56.0,36.3,Rural,18.7,19.4,30.3
Nkayi,Matabeleland North,2017,November,21.9,6335,17,57.0,0.17,0.23,0.16,0.28,78.6,77.6,33.9,55.0,36.4,Rural,18.6,15.8,30.0
Nkayi,Matabeleland North,2018,June,17.6,3420,17,56.5,0.19,0.26,0.18,0.28,77.2,75.7,34.1,53.0,39.3,Rural,19.1,21.9,34.7
Nkayi,Matabeleland North,2018,November,21.8,6495,17,56.4,0.19,0.25,0.18,0.28,78.3,75.3,33.6,57.0,36.8,Rural,18.9,17.6,33.1
Nkayi,Matabeleland North,2019,June,19.2,3375,17,54.2,0.2,0.28,0.19,0.31,79.6,75.1,32.8,54.0,38.1,Rural,18.6,21.8,32.5
Nkayi,Matabeleland North,2019,November,23.7,6441,17,53.0,0.19,0.26,0.19,0.3,76.5,77.7,30.1,56.0,37.3,Rural,18.1,19.2,34.4
Nkayi,Matabeleland North,2020,June,12.8,3511,17,57.2,0.18,0.3,0.19,0.31,83.1,77.5,37.8,47.0,37.8,Rural,17.9,23.7,26.8
Nkayi,Matabeleland North,2020,November,16.9,6471,17,56.8,0.18,0.27,0.19,0.31,82.1,75.3,41.8,51.0,39.6,Rural,18.9,12.8,32.4
Nkayi,Matabeleland North,2021,June,14.4,3643,17,59.6,0.2,0.31,0.21,0.3,80.3,78.3,39.4,50.0,40.3,Rural,17.7,16.9,30.5
Nkayi,Matabeleland North,2021,November,19.8,6437,17,60.5,0.19,0.3,0.2,0.31,78.6,76.9,38.7,51.0,38.4,Rural,17.3,14.4,28.8
Nkayi,Matabeleland North,2022,June,18.3,3594,17,55.7,0.23,0.39,0.22,0.33,77.2,78.5,33.9,64.0,41.0,Rural,17.2,19.8,35.4
Nkayi,Matabeleland North,2022,November,24.3,6681,17,55.5,0.22,0.37,0.22,0.32,75.8,75.7,34.9,58.0,40.2,Rural,18.7,18.3,33.8
Nkayi,Matabeleland North,2023,June,19.6,3649,18,53.1,0.24,0.4,0.22,0.33,74.7,78.3,33.3,61.0,40.1,Rural,17.8,24.3,33.8
Nkayi,Matabeleland North,2023,November,23.3,6814,18,51.4,0.25,0.38,0.23,0.33,73.8,78.6,30.7,63.0,40.9,Rural,17.1,19.6,30.8
Nkayi,Matabeleland North,2024,June,21.7,3682,18,54.0,0.26,0.4,0.23,0.33,72.0,78.4,34.3,66.0,39.6,Rural,18.3,23.3,31.6
Nkayi,Matabeleland North,2024,November,25.8,6855,18,51.3,0.26,0.41,0.24,0.32,72.8,76.8,33.6,62.0,41.6,Rural,18.1,21.7,33.5
Tsholotsho,Matabeleland North,2015,June,24.2,1341,11,55.5,0.39,0.21,0.34,0.07,82.6,60.9,46.2,46.0,42.2,Rural,34.7,21.9,50.9
Tsholotsho,Matabeleland North,2015,November,29.5,2540,11,53.3,0.38,0.22,0.35,0.06,83.4,60.1,44.1,45.0,43.4,Rural,34.5,24.2,50.8
Tsholotsho,Matabeleland North,2016,June,24.1,1389,12,52.3,0.4,0.24,0.35,0.07,80.3,60.8,45.4,47.0,42.8,Rural,32.2,29.5,49.4
Tsholotsho,Matabeleland North,2016,November,31.6,2589,12,53.4,0.42,0.23,0.36,0.07,81.9,60.8,42.3,48.0,43.9,Rural,33.4,24.1,50.2
Tsholotsho,Matabeleland North,2017,June,26.7,1401,12,53.0,0.4,0.24,0.37,0.08,84.5,60.8,42.4,49.0,45.3,Rural,33.4,31.6,50.6
Tsholotsho,Matabeleland North,2017,November,29.8,2696,12,51.6,0.4,0.24,0.36,0.08,81.5,60.0,43.9,47.0,44.7,Rural,34.2,26.7,50.0
Tsholotsho,Matabeleland North,2018,June,27.9,1401,12,50.4,0.41,0.28,0.36,0.09,80.6,61.8,40.8,48.0,46.0,Rural,33.3,29.8,47.2
Tsholotsho,Matabeleland North,2018,November,30.7,2682,12,52.4,0.42,0.26,0.38,0.09,82.8,61.0,44.6,46.0,43.0,Rural,34.8,27.9,48.5
Tsholotsho,Matabeleland North,2019,June,28.0,1439,12,53.7,0.44,0.3,0.39,0.1,83.4,61.7,44.5,48.0,44.9,Rural,32.1,30.7,52.0
Tsholotsho,Matabeleland North,2019,November,34.3,2679,12,49.9,0.42,0.29,0.39,0.1,78.4,59.9,43.9,47.0,45.8,Rural,31.7,28.0,49.9
Tsholotsho,Matabeleland North,2020,June,23.2,1445,12,54.1,0.44,0.32,0.39,0.1,83.7,61.9,49.3,40.0,44.6,Rural,31.9,34.3,49.0
Tsholotsho,Matabeleland North,2020,November,28.7,2778,12,55.0,0.42,0.3,0.38,0.11,86.7,62.3,52.0,41.0,45.7,Rural,33.0,23.2,47.2
Tsholotsho,Matabeleland North,2021,June,24.3,1522,12,55.2,0.42,0.33,0.39,0.11,84.9,60.7,49.2,42.0,46.2,Rural,31.9,28.7,49.1
Tsholotsho,Matabeleland North,2021,November,28.8,2829,12,53.2,0.43,0.33,0.4,0.11,82.8,60.8,52.6,45.0,46.6,Rural,33.0,24.3,47.1
Tsholotsho,Matabeleland North,2022,June,28.7,1495,12,50.8,0.47,0.38,0.41,0.12,79.8,60.8,45.7,53.0,46.6,Rural,32.1,28.8,51.0
Tsholotsho,Matabeleland North,2022,November,32.4,2829,12,49.0,0.48,0.4,0.41,0.13,82.3,61.7,45.0,52.0,47.3,Rural,32.2,28.7,51.1
Tsholotsho,Matabeleland North,2023,June,30.1,1565,12,51.5,0.5,0.42,0.41,0.13,77.5,61.4,43.6,49.0,48.7,Rural,30.6,32.4,50.3
Tsholotsho,Matabeleland North,2023,November,33.2,2823,12,49.9,0.5,0.42,0.41,0.12,78.0,61.3,42.5,49.0,46.9,Rural,32.7,30.1,48.7
Tsholotsho,Matabeleland North,2024,June,31.7,1547,12,48.0,0.5,0.44,0.42,0.13,77.3,62.1,43.3,54.0,49.8,Rural,31.7,33.2,54.9
Tsholotsho,Matabeleland North,2024,November,36.1,2977,12,49.4,0.48,0.42,0.44,0.14,78.5,60.7,45.1,50.0,48.3,Rural,30.1,31.7,49.4
Umguza,Matabeleland North,2015,June,41.7,2782,7,51.4,0.31,0.14,0.18,0.14,69.7,64.1,51.2,53.0,41.6,Rural,27.1,42.8,57.3
Umguza,Matabeleland North,2015,November,47.3,5010,8,51.1,0.29,0.15,0.18,0.14,70.8,63.4,48.9,51.0,43.7,Rural,27.2,41.7,55.1
Umguza,Matabeleland North,2016,June,43.4,2743,8,48.7,0.31,0.16,0.19,0.15,70.2,64.8,47.9,49.0,41.8,Rural,28.5,47.3,57.1
Umguza,Matabeleland North,2016,November,47.7,5357,8,50.8,0.33,0.15,0.19,0.15,69.3,65.5,49.7,51.0,42.4,Rural,28.8,43.4,54.5
Umguza,Matabeleland North,2017,June,42.8,2864,8,49.1,0.34,0.18,0.2,0.15,71.7,64.5,46.5,51.0,42.7,Rural,28.5,47.7,53.5
Umguza,Matabeleland North,2017,November,52.3,5262,8,48.3,0.31,0.17,0.2,0.15,70.8,63.7,50.6,50.0,44.8,Rural,27.0,42.8,57.8
Umguza,Matabeleland North,2018,June,47.4,2955,8,48.2,0.35,0.19,0.2,0.16,68.7,64.0,48.3,54.0,43.0,Rural,26.9,52.3,59.0
Umguza,Matabeleland North,2018,November,48.4,5468,8,50.2,0.35,0.2,0.2,0.16,71.6,65.6,47.4,52.0,42.5,Rural,28.3,47.4,54.8
Umguza,Matabeleland North,2019,June,50.0,2880,8,47.2,0.36,0.23,0.22,0.17,68.5,64.8,49.4,58.0,43.6,Rural,26.5,48.4,59.0
Umguza,Matabeleland North,2019,November,51.3,5590,8,49.8,0.34,0.21,0.21,0.17,67.4,63.8,47.3,55.0,45.8,Rural,26.7,50.0,55.6
Umguza,Matabeleland North,2020,June,43.5,2944,8,52.1,0.32,0.24,0.23,0.17,74.9,65.3,52.4,46.0,45.8,Rural,27.2,51.3,54.2
Umguza,Matabeleland North,2020,November,47.3,5469,8,53.5,0.35,0.23,0.22,0.18,70.5,64.3,55.5,48.0,46.3,Rural,27.3,43.5,54.9
Umguza,Matabeleland North,2021,June,42.5,3040,8,53.1,0.35,0.26,0.24,0.19,75.6,65.4,53.5,46.0,45.1,Rural,26.4,47.3,52.7
Umguza,Matabeleland North,2021,November,47.6,5570,8,52.2,0.35,0.25,0.24,0.19,75.6,64.4,52.4,47.0,47.3,Rural,25.5,42.5,52.7
Umguza,Matabeleland North,2022,June,46.0,3019,8,48.7,0.38,0.32,0.25,0.18,65.1,64.6,49.2,61.0,46.9,Rural,25.3,47.6,55.1
Umguza,Matabeleland North,2022,November,51.3,5650,8,47.2,0.4,0.31,0.24,0.2,70.2,66.0,48.5,60.0,45.4,Rural,25.7,46.0,55.0
Umguza,Matabeleland North,2023,June,50.1,3047,8,46.5,0.41,0.34,0.25,0.19,64.6,65.9,50.1,62.0,48.3,Rural,26.8,51.3,59.8
Umguza,Matabeleland North,2023,November,54.8,5833,8,47.7,0.41,0.33,0.26,0.19,69.8,65.4,51.6,58.0,46.7,Rural,26.1,50.1,56.6
Umguza,Matabeleland North,2024,June,47.1,3123,8,45.2,0.42,0.35,0.27,0.2,68.1,67.2,47.6,61.0,47.8,Rural,26.9,54.8,61.7
Umguza,Matabeleland North,2024,November,55.1,5937,8,48.2,0.4,0.35,0.26,0.21,65.2,65.9,45.8,63.0,48.7,Rural,25.1,47.1,57.6
Beitbridge,Matabeleland South,2015,June,35.5,5619,38,31.0,0.59,0.39,0.55,0.4,36.2,85.8,29.5,163.0,119.0,Semi-Urban,7.5,37.8,56.4
Beitbridge,Matabeleland South,2015,November,40.8,10854,37,29.7,0.6,0.43,0.57,0.4,36.0,83.8,27.7,164.0,114.1,Semi-Urban,7.6,35.5,55.5
Beitbridge,Matabeleland South,2016,June,35.4,5786,38,30.3,0.58,0.43,0.54,0.4,34.7,83.2,28.5,160.0,117.5,Semi-Urban,7.4,40.8,59.3
Beitbridge,Matabeleland South,2016,November,43.9,10571,38,29.5,0.58,0.43,0.54,0.43,35.9,85.9,28.5,170.0,115.7,Semi-Urban,7.6,35.4,54.4
Beitbridge,Matabeleland South,2017,June,37.2,5843,38,29.5,0.57,0.43,0.57,0.4,34.5,83.4,27.1,169.0,120.9,Semi-Urban,7.6,43.9,57.2
Beitbridge,Matabeleland South,2017,November,42.7,10828,38,30.7,0.59,0.46,0.56,0.4,34.3,84.8,28.2,172.0,124.1,Semi-Urban,8.0,37.2,55.3
Beitbridge,Matabeleland South,2018,June,38.8,6086,38,28.7,0.61,0.44,0.6,0.44,34.4,86.0,29.3,170.0,122.9,Semi-Urban,7.7,42.7,55.9
Beitbridge,Matabeleland South,2018,November,42.5,11304,38,30.5,0.64,0.44,0.58,0.42,34.6,84.0,28.5,163.0,125.8,Semi-Urban,7.5,38.8,60.3
Beitbridge,Matabeleland South,2019,June,41.1,6119,39,29.4,0.63,0.47,0.6,0.44,35.3,85.5,30.5,172.0,125.5,Semi-Urban,7.8,42.5,60.8
Beitbridge,Matabeleland South,2019,November,45.1,11075,39,28.6,0.59,0.46,0.58,0.45,35.4,83.9,29.8,170.0,127.7,Semi-Urban,7.4,41.1,61.4
Beitbridge,Matabeleland South,2020,June,33.7,6285,39,31.0,0.61,0.51,0.62,0.42,38.7,86.2,34.6,149.0,129.6,Semi-Urban,7.8,45.1,56.4
Beitbridge,Matabeleland South,2020,November,41.5,11599,39,31.5,0.63,0.49,0.58,0.45,39.2,86.4,32.4,155.0,123.0,Semi-Urban,7.3,33.7,56.2
Beitbridge,Matabeleland South,2021,June,37.3,6223,40,31.4,0.61,0.53,0.63,0.43,40.1,85.1,36.2,156.0,121.3,Semi-Urban,7.8,41.5,57.1
Beitbridge,Matabeleland South,2021,November,39.4,11622,39,31.2,0.63,0.49,0.63,0.43,37.8,84.0,35.9,154.0,128.6,Semi-Urban,7.7,37.3,52.8
Beitbridge,Matabeleland South,2022,June,41.3,6375,40,29.2,0.67,0.56,0.64,0.46,34.2,86.3,30.3,193.0,129.6,Semi-Urban,7.2,39.4,55.7
Beitbridge,Matabeleland South,2022,November,46.0,11653,40,28.1,0.67,0.57,0.62,0.46,33.7,87.4,30.6,182.0,130.2,Semi-Urban,7.3,41.3,56.6
Beitbridge,Matabeleland South,2023,June,43.8,6390,40,28.5,0.7,0.61,0.6,0.48,34.1,85.9,27.0,195.0,125.8,Semi-Urban,7.4,46.0,60.1
Beitbridge,Matabeleland South,2023,November,47.1,11716,40,27.6,0.67,0.58,0.64,0.48,32.0,86.1,27.1,195.0,133.6,Semi-Urban,7.4,43.8,56.8
Beitbridge,Matabeleland South,2024,June,44.6,6625,41,27.4,0.66,0.64,0.66,0.46,31.5,84.6,26.6,186.0,133.0,Semi-Urban,7.6,47.1,58.3
Beitbridge,Matabeleland South,2024,November,45.6,11948,40,27.3,0.7,0.64,0.64,0.46,33.7,86.4,28.5,188.0,134.9,Semi-Urban,7.6,44.6,62.6
Bulilima,Matabeleland South,2015,June,23.3,2843,29,39.2,0.27,0.14,0.23,0.13,64.9,82.6,31.7,125.0,59.0,Rural,37.6,21.9,38.0
Bulilima,Matabeleland South,2015,November,26.2,5418,28,38.3,0.28,0.14,0.23,0.12,66.8,82.1,33.6,124.0,61.1,Rural,35.8,23.3,41.5
Bulilima,Matabeleland South,2016,June,24.2,2894,29,37.9,0.29,0.15,0.23,0.13,68.5,80.3,29.2,126.0,59.4,Rural,38.2,26.2,41.0
Bulilima,Matabeleland South,2016,November,27.2,5400,29,39.6,0.28,0.15,0.24,0.14,64.5,80.8,32.6,124.0,62.4,Rural,36.3,24.2,39.3
Bulilima,Matabeleland South,2017,June,24.1,3040,29,39.5,0.31,0.18,0.25,0.15,66.1,80.7,31.9,127.0,61.8,Rural,37.7,27.2,38.4
Bulilima,Matabeleland South,2017,November,30.5,5394,29,40.0,0.28,0.18,0.26,0.14,66.5,82.0,32.0,119.0,61.6,Rural,36.2,24.1,41.6
Bulilima,Matabeleland South,2018,June,25.5,2936,29,39.2,0.3,0.2,0.25,0.16,65.9,80.4,31.5,127.0,64.5,Rural,35.6,30.5,43.0
Bulilima,Matabeleland South,2018,November,29.5,5672,29,39.7,0.3,0.19,0.26,0.15,65.9,81.2,30.0,130.0,63.6,Rural,36.8,25.5,44.2
Bulilima,Matabeleland South,2019,June,25.2,3113,29,36.7,0.33,0.22,0.27,0.15,65.2,82.8,30.2,133.0,61.8,Rural,34.7,29.5,43.9
Bulilima,Matabeleland South,2019,November,30.9,5613,29,39.0,0.33,0.21,0.28,0.16,67.4,81.2,31.3,121.0,64.1,Rural,36.6,25.2,40.2
Bulilima,Matabeleland South,2020,June,19.5,3129,30,41.8,0.29,0.23,0.29,0.16,70.1,80.7,39.1,113.0,62.1,Rural,35.2,30.9,38.4
Bulilima,Matabeleland South,2020,November,24.3,5886,30,39.3,0.3,0.22,0.28,0.16,71.5,81.3,36.6,104.0,64.3,Rural,37.1,19.5,37.9
Bulilima,Matabeleland South,2021,June,21.4,3129,30,38.8,0.33,0.23,0.3,0.18,68.0,80.9,36.8,118.0,66.3,Rural,35.7,24.3,36.7
Bulilima,Matabeleland South,2021,November,26.9,5958,30,39.1,0.32,0.25,0.3,0.17,68.3,80.9,35.8,109.0,66.6,Rural,34.1,21.4,38.3
Bulilima,Matabeleland South,2022,June,24.9,3230,30,35.7,0.34,0.32,0.29,0.19,63.3,82.7,31.4,138.0,67.4,Rural,34.1,26.9,43.2
Bulilima,Matabeleland South,2022,November,30.4,5982,30,37.9,0.34,0.31,0.31,0.19,66.4,81.8,31.3,132.0,67.2,Rural,34.1,24.9,42.0
Bulilima,Matabeleland South,2023,June,26.5,3289,30,37.0,0.35,0.35,0.31,0.19,65.0,82.1,30.9,131.0,64.9,Rural,36.9,30.4,42.8
Bulilima,Matabeleland South,2023,November,32.8,6002,30,35.6,0.38,0.35,0.32,0.18,65.9,82.7,33.0,135.0,64.9,Rural,34.5,26.5,44.5
Bulilima,Matabeleland South,2024,June,27.4,3312,30,37.4,0.39,0.35,0.33,0.21,64.0,81.9,30.8,147.0,65.7,Rural,35.1,32.8,44.4
Bulilima,Matabeleland South,2024,November,34.8,6135,31,36.0,0.39,0.34,0.31,0.2,65.0,84.5,33.9,133.0,69.0,Rural,35.2,27.4,41.8
Gwanda,Matabeleland South,2015,June,55.1,3848,18,38.7,0.48,0.33,0.51,0.38,35.8,82.0,37.1,132.0,115.6,Semi-Urban,11.6,53.1,70.0
Gwanda,Matabeleland South,2015,November,61.2,7032,19,38.0,0.44,0.33,0.52,0.38,34.7,82.7,37.8,132.0,114.1,Semi-Urban,12.2,55.1,69.1
Gwanda,Matabeleland South,2016,June,52.6,3893,19,37.5,0.48,0.36,0.52,0.42,35.0,85.4,38.4,137.0,113.9,Semi-Urban,12.0,61.2,71.2
Gwanda,Matabeleland South,2016,November,59.2,7222,19,39.2,0.46,0.33,0.53,0.4,35.8,84.1,36.4,130.0,111.0,Semi-Urban,11.3,52.6,73.8
Gwanda,Matabeleland South,2017,June,57.3,3953,19,37.4,0.47,0.37,0.55,0.42,35.5,82.4,39.0,142.0,110.3,Semi-Urban,11.2,59.2,75.3
Gwanda,Matabeleland South,2017,November,60.4,7532,19,38.5,0.5,0.36,0.52,0.41,35.5,84.3,37.6,137.0,115.7,Semi-Urban,12.1,57.3,74.9
Gwanda,Matabeleland South,2018,June,58.4,4071,19,36.4,0.49,0.4,0.56,0.41,35.6,85.4,34.9,146.0,119.8,Semi-Urban,11.7,60.4,74.5
Gwanda,Matabeleland South,2018,November,61.9,7567,19,38.3,0.49,0.39,0.56,0.44,33.7,85.8,39.2,139.0,120.4,Semi-Urban,11.6,58.4,72.4
Gwanda,Matabeleland South,2019,June,58.8,4042,19,38.3,0.52,0.38,0.57,0.42,34.9,82.8,37.9,138.0,121.4,Semi-Urban,11.1,61.9,73.8
Gwanda,Matabeleland South,2019,November,65.2,7758,19,38.6,0.49,0.41,0.56,0.44,35.7,84.5,36.4,139.0,121.7,Semi-Urban,12.0,58.8,73.4
Gwanda,Matabeleland South,2020,June,53.4,4195,19,39.1,0.5,0.41,0.55,0.43,39.2,84.1,45.8,124.0,120.2,Semi-Urban,10.9,65.2,71.8
Gwanda,Matabeleland South,2020,November,54.4,7953,19,41.2,0.49,0.42,0.54,0.42,40.3,83.2,44.9,131.0,117.0,Semi-Urban,11.6,53.4,70.5
Gwanda,Matabeleland South,2021,June,51.6,4299,20,38.3,0.52,0.44,0.59,0.45,37.9,84.8,41.1,121.0,125.0,Semi-Urban,10.8,54.4,70.2
Gwanda,Matabeleland South,2021,November,59.3,7657,20,40.0,0.48,0.44,0.59,0.45,37.5,83.8,46.3,128.0,122.6,Semi-Urban,11.2,51.6,69.4
